検索キーID,表示名,ソース,分類,必須可,検索対象,保有件数,保有率,記載率,歯科,状態,同名,備考
M0233,めまい診療,疾患治療,神経・脳血管領域、耳鼻咽喉領域,1,1,2722,1.97%,84.9%,0,現行,,必須にすると記載の無い15.1%が落ちる
M0234,緑内障手術,疾患治療,眼領域,1,1,2715,1.97%,84.9%,0,現行,,必須にすると記載の無い15.1%が落ちる
M0235,乳腺悪性腫瘍化学療法,疾患治療,乳腺領域,1,1,2644,1.92%,84.9%,0,現行,,必須にすると記載の無い15.1%が落ちる
M0236,人工股関節置換術（関節手術）,疾患治療,筋・骨格系及び外傷領域,1,1,2600,1.88%,84.9%,0,現行,,必須にすると記載の無い15.1%が落ちる
M0237,前立腺悪性腫瘍化学療法,疾患治療,腎・泌尿器系領域,1,1,2577,1.87%,84.9%,0,現行,,必須にすると記載の無い15.1%が落ちる
M0238,気管支ファイバースコピー,疾患治療,呼吸器領域,1,1,2567,1.86%,84.9%,0,現行,,必須にすると記載の無い15.1%が落ちる
M0239,関節鏡検査,疾患治療,筋・骨格系及び外傷領域,1,1,2555,1.85%,84.9%,0,現行,,必須にすると記載の無い15.1%が落ちる
M0240,代謝異常,疾患治療,内分泌・代謝・栄養領域,1,1,2552,1.85%,84.9%,0,現行,,必須にすると記載の無い15.1%が落ちる
M0241,人工膝関節置換術（関節手術）,疾患治療,筋・骨格系及び外傷領域,1,1,2532,1.83%,84.9%,0,現行,,必須にすると記載の無い15.1%が落ちる
M0242,リンパ節生検,疾患治療,血液・免疫系領域,1,1,2531,1.83%,84.9%,0,現行,,必須にすると記載の無い15.1%が落ちる
M0243,う蝕治療,疾患治療,歯科領域,0,0,2527,1.83%,84.9%,1,現行,,歯科。医科の逆紹介では使わない
M0244,歯周治療,疾患治療,歯科領域,0,0,2504,1.81%,84.9%,1,現行,,歯科。医科の逆紹介では使わない
M0245,歯周疾患予防処置,疾患治療,歯科領域,0,0,2482,1.80%,84.9%,1,現行,,歯科。医科の逆紹介では使わない
M0246,顎変形症の歯科矯正治療,疾患治療,歯科領域、矯正歯科領域,0,0,2475,1.79%,84.9%,1,現行,,歯科。医科の逆紹介では使わない
M0247,口腔乾燥症治療,疾患治療,歯科口腔外科領域,0,0,2464,1.79%,84.9%,1,現行,,歯科。医科の逆紹介では使わない
M0248,肝悪性腫瘍化学療法,疾患治療,肝・胆道・膵臓領域,1,1,2429,1.76%,84.9%,0,現行,,必須にすると記載の無い15.1%が落ちる
M0249,小児食物アレルギー負荷検査,疾患治療,小児領域,1,1,2420,1.75%,84.9%,0,現行,,必須にすると記載の無い15.1%が落ちる
M0250,膵悪性腫瘍化学療法,疾患治療,肝・胆道・膵臓領域,1,1,2406,1.74%,84.9%,0,現行,,必須にすると記載の無い15.1%が落ちる
M0251,薬物依存症,疾患治療,精神科・神経科領域,1,1,2354,1.71%,84.9%,0,現行,,必須にすると記載の無い15.1%が落ちる
M0252,遠隔画像診断,疾患治療,画像診断,1,1,2325,1.68%,84.9%,0,現行,,必須にすると記載の無い15.1%が落ちる
M0253,小児のフッ素塗布,疾患治療,歯科領域,0,0,2324,1.68%,84.9%,1,現行,,歯科。医科の逆紹介では使わない
M0254,胆道悪性腫瘍化学療法,疾患治療,肝・胆道・膵臓領域,1,1,2308,1.67%,84.9%,0,現行,,必須にすると記載の無い15.1%が落ちる
M0255,顎骨骨折治療,疾患治療,歯科口腔外科領域,0,0,2296,1.66%,84.9%,1,現行,,歯科。医科の逆紹介では使わない
M0256,小児喘息,疾患治療,小児領域,1,1,2294,1.66%,84.9%,0,現行,,必須にすると記載の無い15.1%が落ちる
M0257,ＰＭＴＣ（ＰｒｏｆｅｓｓｉｏｎａｌＭｅｃｈａｎｉｃａｌＴｏｏｔｈＣｌｅａｎｉｎｇ）,疾患治療,歯科領域,0,0,2276,1.65%,84.9%,1,現行,,歯科。医科の逆紹介では使わない
M0258,小児自己免疫疾患,疾患治療,小児領域,1,1,2264,1.64%,84.9%,0,現行,,必須にすると記載の無い15.1%が落ちる
M0259,歯周組織再生誘導手術,疾患治療,歯科口腔外科領域,0,0,2258,1.64%,84.9%,1,現行,,歯科。医科の逆紹介では使わない
M0260,免疫・アレルギー疾患,疾患治療,血液・免疫系領域,1,1,2256,1.63%,84.9%,0,現行,,必須にすると記載の無い15.1%が落ちる
M0261,補聴器適合検査,疾患治療,耳鼻咽喉領域,1,1,2213,1.60%,84.9%,0,現行,,必須にすると記載の無い15.1%が落ちる
M0262,虫垂切除術（ただし、乳幼児に係るものを除く。）,疾患治療,消化器系領域,1,1,2211,1.60%,84.9%,0,現行,,必須にすると記載の無い15.1%が落ちる
M0263,大腸悪性腫瘍手術,疾患治療,消化器系領域,1,1,2148,1.56%,84.9%,0,現行,,必須にすると記載の無い15.1%が落ちる
M0264,視能訓練,疾患治療,リハビリ領域,1,1,2137,1.55%,84.9%,0,現行,,必須にすると記載の無い15.1%が落ちる
M0265,胃悪性腫瘍手術,疾患治療,消化器系領域,1,1,2131,1.54%,84.9%,0,現行,,必須にすると記載の無い15.1%が落ちる
M0266,腹膜透析（CAPD）,疾患治療,腎・泌尿器系領域,1,1,2104,1.52%,84.9%,0,現行,,必須にすると記載の無い15.1%が落ちる
M0267,肝生検,疾患治療,肝・胆道・膵臓領域,1,1,2103,1.52%,84.9%,0,現行,,必須にすると記載の無い15.1%が落ちる
M0268,食道悪性腫瘍化学療法,疾患治療,消化器系領域,1,1,2103,1.52%,84.9%,0,現行,,必須にすると記載の無い15.1%が落ちる
M0269,経皮経肝的胆道ドレナージ,疾患治療,肝・胆道・膵臓領域,1,1,2083,1.51%,84.9%,0,現行,,必須にすると記載の無い15.1%が落ちる
M0270,唇顎口蓋裂の歯科矯正治療,疾患治療,歯科領域、矯正歯科領域,0,0,2077,1.50%,84.9%,1,現行,,歯科。医科の逆紹介では使わない
M0271,禁煙支援,疾患治療,歯科領域,0,0,2067,1.50%,84.9%,1,現行,,歯科。医科の逆紹介では使わない
M0272,ホワイトニング（歯を白くする）,疾患治療,歯科領域,0,0,2063,1.49%,84.9%,1,現行,,歯科。医科の逆紹介では使わない
M0273,腹腔鏡下胆石症手術,疾患治療,肝・胆道・膵臓領域,1,1,2043,1.48%,84.9%,0,現行,,必須にすると記載の無い15.1%が落ちる
M0274,慢性呼吸不全,疾患治療,呼吸器領域,1,1,2003,1.45%,84.9%,0,現行,,必須にすると記載の無い15.1%が落ちる
M0275,開腹による胆石症手術,疾患治療,肝・胆道・膵臓領域,1,1,1986,1.44%,84.9%,0,現行,,必須にすると記載の無い15.1%が落ちる
M0276,内視鏡的胆道ドレナージ,疾患治療,肝・胆道・膵臓領域,1,1,1973,1.43%,84.9%,0,現行,,必須にすると記載の無い15.1%が落ちる
M0277,硝子体手術,疾患治療,眼領域,1,1,1968,1.43%,84.9%,0,現行,,必須にすると記載の無い15.1%が落ちる
M0278,膀胱悪性腫瘍化学療法,疾患治療,腎・泌尿器系領域,1,1,1962,1.42%,84.9%,0,現行,,必須にすると記載の無い15.1%が落ちる
M0279,脊椎手術,疾患治療,筋・骨格系及び外傷領域,1,1,1961,1.42%,84.9%,0,現行,,必須にすると記載の無い15.1%が落ちる
M0280,小児血液疾患,疾患治療,小児領域,1,1,1948,1.41%,84.9%,0,現行,,必須にすると記載の無い15.1%が落ちる
M0281,肺悪性腫瘍化学療法,疾患治療,呼吸器領域,1,1,1901,1.38%,84.9%,0,現行,,必須にすると記載の無い15.1%が落ちる
M0282,著しく歯科診療が困難な者の歯科診療（身体的によるもの）,疾患治療,歯科領域,0,0,1866,1.35%,84.9%,1,現行,,歯科。医科の逆紹介では使わない
M0283,乳腺悪性腫瘍手術,疾患治療,乳腺領域,1,1,1862,1.35%,84.9%,0,現行,,必須にすると記載の無い15.1%が落ちる
M0284,顎変形症治療,疾患治療,歯科口腔外科領域,0,0,1858,1.35%,84.9%,1,現行,,歯科。医科の逆紹介では使わない
M0285,ペースメーカー移植術,疾患治療,循環器系領域,1,1,1835,1.33%,84.9%,0,現行,,必須にすると記載の無い15.1%が落ちる
M0286,小児聴力障害診療,疾患治療,耳鼻咽喉領域,1,1,1835,1.33%,84.9%,0,現行,,必須にすると記載の無い15.1%が落ちる
M0287,椎間板摘出術,疾患治療,筋・骨格系及び外傷領域,1,1,1816,1.32%,84.9%,0,現行,,必須にすると記載の無い15.1%が落ちる
M0288,正常分娩,疾患治療,産科領域,1,1,1795,1.30%,84.9%,0,現行,,必須にすると記載の無い15.1%が落ちる
M0289,腹腔鏡下大腸悪性腫瘍手術,疾患治療,消化器系領域,1,1,1777,1.29%,84.9%,0,現行,,必須にすると記載の無い15.1%が落ちる
M0290,骨髄生検,疾患治療,血液・免疫系領域,1,1,1768,1.28%,84.9%,0,現行,,必須にすると記載の無い15.1%が落ちる
M0291,夜間透析,疾患治療,腎・泌尿器系領域,1,1,1757,1.27%,84.9%,0,現行,,必須にすると記載の無い15.1%が落ちる
M0292,選択帝王切開術,疾患治療,産科領域,1,1,1737,1.26%,84.9%,0,現行,,必須にすると記載の無い15.1%が落ちる
M0293,頸動脈超音波検査,疾患治療,循環器系領域,1,1,1736,1.26%,84.9%,0,現行,,必須にすると記載の無い15.1%が落ちる
M0294,緊急帝王切開術,疾患治療,産科領域,1,1,1724,1.25%,84.9%,0,現行,,必須にすると記載の無い15.1%が落ちる
M0295,がん患者リハビリテーション,疾患治療,リハビリ領域,1,1,1717,1.24%,84.9%,0,現行,,必須にすると記載の無い15.1%が落ちる
M0296,心大血管疾患リハビリテーション,疾患治療,リハビリ領域,1,1,1704,1.23%,84.9%,0,現行,,必須にすると記載の無い15.1%が落ちる
M0297,鍼灸治療,疾患治療,その他,1,1,1703,1.23%,84.9%,0,現行,,必須にすると記載の無い15.1%が落ちる
M0298,腹腔鏡下胃悪性腫瘍手術,疾患治療,消化器系領域,1,1,1673,1.21%,84.9%,0,現行,,必須にすると記載の無い15.1%が落ちる
M0299,ラミネートべニアクラウン,疾患治療,歯科領域,0,0,1669,1.21%,84.9%,1,現行,,歯科。医科の逆紹介では使わない
M0300,精神分析療法,疾患治療,精神科・神経科領域,1,1,1664,1.21%,84.9%,0,現行,,必須にすると記載の無い15.1%が落ちる
M0301,腎悪性腫瘍化学療法,疾患治療,腎・泌尿器系領域,1,1,1658,1.20%,84.9%,0,現行,,必須にすると記載の無い15.1%が落ちる
M0302,中等症の熱傷の入院治療,疾患治療,皮膚・形成外科領域,1,1,1653,1.20%,84.9%,0,現行,,必須にすると記載の無い15.1%が落ちる
M0303,小児先天性代謝疾患,疾患治療,小児領域,1,1,1652,1.20%,84.9%,0,現行,,必須にすると記載の無い15.1%が落ちる
M0304,著しく歯科診療が困難な者の歯科診療（知的によるもの）,疾患治療,歯科領域,0,0,1587,1.15%,84.9%,1,現行,,歯科。医科の逆紹介では使わない
M0305,口腔領域の腫瘍の治療,疾患治療,歯科口腔外科領域,0,0,1586,1.15%,84.9%,1,現行,,歯科。医科の逆紹介では使わない
M0306,病理迅速検査,疾患治療,病理診断,1,1,1559,1.13%,84.9%,0,現行,,必須にすると記載の無い15.1%が落ちる
M0307,肝悪性腫瘍手術,疾患治療,肝・胆道・膵臓領域,1,1,1544,1.12%,84.9%,0,現行,,必須にすると記載の無い15.1%が落ちる
M0308,下肢静脈瘤手術,疾患治療,循環器系領域,1,1,1540,1.12%,84.9%,0,現行,,必須にすると記載の無い15.1%が落ちる
M0309,アタッチメント、コーヌス等,疾患治療,歯科領域,0,0,1519,1.10%,84.9%,1,現行,,歯科。医科の逆紹介では使わない
M0310,膀胱悪性腫瘍手術,疾患治療,腎・泌尿器系領域,1,1,1518,1.10%,84.9%,0,現行,,必須にすると記載の無い15.1%が落ちる
M0311,胆道悪性腫瘍手術,疾患治療,肝・胆道・膵臓領域,1,1,1475,1.07%,84.9%,0,現行,,必須にすると記載の無い15.1%が落ちる
M0312,脱毛症診療,疾患治療,皮膚・形成外科領域,1,1,1460,1.06%,84.9%,0,現行,,必須にすると記載の無い15.1%が落ちる
M0313,居宅療養管理指導の実施,疾患治療,歯科領域,0,0,1455,1.05%,84.9%,1,現行,,歯科。医科の逆紹介では使わない
M0314,膵悪性腫瘍手術,疾患治療,肝・胆道・膵臓領域,1,1,1440,1.04%,84.9%,0,現行,,必須にすると記載の無い15.1%が落ちる
M0315,精神科デイ・ケア,疾患治療,精神科・神経科領域,1,1,1438,1.04%,84.9%,0,現行,,必須にすると記載の無い15.1%が落ちる
M0316,アナフィラキシー（重症アレルギー）に関する相談,疾患治療,血液・免疫系領域、小児領域,1,1,1411,1.02%,84.9%,0,現行,,必須にすると記載の無い15.1%が落ちる
M0317,腎生検,疾患治療,腎・泌尿器系領域,1,1,1409,1.02%,84.9%,0,現行,,必須にすると記載の無い15.1%が落ちる
M0318,小児整形外科手術,疾患治療,筋・骨格系及び外傷領域,1,1,1357,0.98%,84.9%,0,現行,,必須にすると記載の無い15.1%が落ちる
M0319,糖尿病性腎症,疾患治療,腎・泌尿器系領域,1,1,1345,0.97%,84.9%,0,現行,,必須にすると記載の無い15.1%が落ちる
M0320,精神科ショート・ケア,疾患治療,精神科・神経科領域,1,1,1322,0.96%,84.9%,0,現行,,必須にすると記載の無い15.1%が落ちる
M0321,リウマチ,疾患治療,筋・骨格系及び外傷領域,1,1,1313,0.95%,84.9%,0,現行,専門外来,必須にすると記載の無い15.1%が落ちる
M0322,経皮的冠動脈形成術（ＰＴＣＡ）,疾患治療,循環器系領域,1,1,1294,0.94%,84.9%,0,現行,,必須にすると記載の無い15.1%が落ちる
M0323,経皮的冠動脈ステント留置術,疾患治療,循環器系領域,1,1,1284,0.93%,84.9%,0,現行,,必須にすると記載の無い15.1%が落ちる
M0324,食道悪性腫瘍手術,疾患治療,消化器系領域,1,1,1279,0.93%,84.9%,0,現行,,必須にすると記載の無い15.1%が落ちる
M0325,前立腺疾患,疾患治療,腎・泌尿器系領域,1,1,1249,0.91%,84.9%,0,現行,,必須にすると記載の無い15.1%が落ちる
M0326,甲状腺腫瘍手術,疾患治療,内分泌・代謝・栄養領域,1,1,1242,0.90%,84.9%,0,現行,,必須にすると記載の無い15.1%が落ちる
M0327,甲状腺悪性腫瘍化学療法,疾患治療,内分泌・代謝・栄養領域,1,1,1235,0.89%,84.9%,0,現行,,必須にすると記載の無い15.1%が落ちる
M0328,子宮筋腫摘出術,疾患治療,婦人科領域,1,1,1232,0.89%,84.9%,0,現行,,必須にすると記載の無い15.1%が落ちる
M0329,舌痛症治療,疾患治療,歯科口腔外科領域,0,0,1230,0.89%,84.9%,1,現行,,歯科。医科の逆紹介では使わない
M0330,下肢血行障害に対する検査（ＰＷＶ・ＡＢＩ）,疾患治療,循環器系領域,1,1,1195,0.87%,84.9%,0,現行,,必須にすると記載の無い15.1%が落ちる
M0331,著しく歯科診療が困難な者（障がい者等）の歯科治療,疾患治療,歯科領域,0,0,1173,0.85%,84.9%,1,現行,,歯科。医科の逆紹介では使わない
M0332,膠原病,疾患治療,血液・免疫系領域,1,1,1172,0.85%,84.9%,0,現行,専門外来,必須にすると記載の無い15.1%が落ちる
M0333,心臓カテーテル法による諸検査（終日対応することができるものに限る）,疾患治療,循環器系領域,1,1,1165,0.84%,84.9%,0,現行,,必須にすると記載の無い15.1%が落ちる
M0334,リンパ組織悪性腫瘍化学療法,疾患治療,血液・免疫系領域,1,1,1156,0.84%,84.9%,0,現行,,必須にすると記載の無い15.1%が落ちる
M0335,腎悪性腫瘍手術,疾患治療,腎・泌尿器系領域,1,1,1155,0.84%,84.9%,0,現行,,必須にすると記載の無い15.1%が落ちる
M0336,一般不妊治療,疾患治療,その他,1,1,1094,0.79%,84.9%,0,現行,,必須にすると記載の無い15.1%が落ちる
M0337,前立腺悪性腫瘍手術,疾患治療,腎・泌尿器系領域,1,1,1092,0.79%,84.9%,0,現行,,必須にすると記載の無い15.1%が落ちる
M0338,経鼻的上部消化管内視鏡検査(経鼻内視鏡）,疾患治療,消化器系領域,1,1,1088,0.79%,84.9%,0,現行,,必須にすると記載の無い15.1%が落ちる
M0339,小児の腸重積,疾患治療,小児領域,1,1,1087,0.79%,84.9%,0,現行,,必須にすると記載の無い15.1%が落ちる
M0340,糖尿病に関する注射薬の外来での導入,疾患治療,内分泌・代謝・栄養領域,1,1,1085,0.79%,84.9%,0,現行,,必須にすると記載の無い15.1%が落ちる
M0341,内視鏡下副鼻腔炎手術,疾患治療,耳鼻咽喉領域,1,1,1081,0.78%,84.9%,0,現行,,必須にすると記載の無い15.1%が落ちる
